"grupodeatributos","codsap","desnombrecategoriawebredes","codcategoriawebredes","desnombreproductowebredes","desresumen","deswebredes","destitulodescubremas001","destitulodescubremas002","destitulodescubremas003","desdescubremas001","desdescubremas002","desdescubremas003","destitulotip001","destitulotip002","destitulotip003","destitulotip004","destip001","destip002","destip003","destip004","desimagen001","desimagen002","desimagen003","desimagen004","destextovideo001","destextovideo002","destextovideo003","destextovideo004","destextovideo005","desnombrearchivovideo001","desnombrearchivovideo002","desnombrearchivovideo003","desnombrearchivovideo004","desnombrearchivovideo005","deslinkvideo001","deslinkvideo002","deslinkvideo003","deslinkvideo004","deslinkvideo005","descolorrgb","despalabrasclave","destituloperfumista001","destituloperfumista002","desperfumista001","desperfumista002","destitulogeneralpasoapaso","destitulopaso001","destitulopaso002","destitulopaso003","destitulopaso004","despaso001","despaso002","despaso003","despaso004","desvarianttype","desdefaultvariant"
"WebRedes","210090065","BIJOUTERIE","esika-07","Pendientes Sparkling Glam","Aretes con escarchado plateado con pasador francés largo de 2.5 cm.","Los pendientes perfectos para lucir tus noches más especiales. Haz que tus looks luzcan más elegante y sofisticados con estos aretes.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Nos fascina su textura con escarchado plateado oscuro combinado con los detalles dorados.","Una opción elegante y sofisticada, perfectos para esas ocasiones más especiales. Elige prendas oscuras y de preferencia con escote en forma de ""V"".","Los aretes Sparkling Glam están bañados en oro de 24k. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090066","BIJOUTERIE","esika-07","Pendientes Roselight Glam","Aretes con piedra de alta bijouterie color rosado con pasador francés laro de 2 cm.","Haz que tus looks se vean llenos de estilo y femineidad. Este par de aretes te harán deslumbrar a donde vayas.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Su piedra de alta bijouterie de color rosado nos fascina, le aporta elegancia y sofisticación al look.","Puedes combinarlos con el collar o llevarlos solos. Son perfectos para usarlos con looks casuales. Elige prendas con estampados coloridos.","Los aretes Roselight están bañados en oro de 24k. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090067","BIJOUTERIE","esika-07","Aretes Sweet Bunny","Aretes con poste largo de 1.3 cm.","Los aretes más dulces y divertidos. Este delicado diseño con perlas y un toque de color se convertirá sin duda en la opción favorita para su día a día.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Su diseño tan alegre y colorido nos fascina. Es sutil pero su diseño diferente lo convierten en una pieza perfecta para ella.","Son los aretes ideales para llevarlos a diario, tanto en ocasiones casuales como más formales y especiales.","Los aretes Sweet Bunny están bañados en oro de 24k y cuentan con cristales fucsia, perlas y pintado a mano color rosado, blanco y negro. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090068","BIJOUTERIE","esika-07","Pendientes glam Sweet Bunny","Aretes glam con pasador francés largo de 2.7 cm.","Llena de diversión y de color sus looks con esta maravillosa opción. Los pendientes Sweet Bunny con diseño de conejo son perfectos para realzar sus outfits favoritos.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Amamos que tenga cristales y estén pintados a mano de color rosado, blanco y negro.","Haz que los combine con el collar y la pulsera de la colección, se verá más dulce que nunca.","Los pendientes Sweet Bunny están bañados en oro de 24k y cuentan con cristales fucsia, perlas y pintado a mano color rosado, blanco y negro. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090071","BIJOUTERIE","esika-07","Pendientes Frozen Star","Aretes con poste largo de 2.5 cm.","Llenos de color, texturas y formas. Los pendientes Frozen Star son ideales para sus celebraciones más especiales e importantes. Deja que los combine con sus prendas favoritas.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Nos encanta su detalle colorido de estrellas y sus cristales que le dan un toque muy elegante.","Que los lleve en sus ocasiones especiales junto a sus looks favoritos. Recoge su cabello en una cola para lucirlos aún más.","Los pendientes Frozen Star están bañados en oro de 24k y cuentan con cristales translúcidos y morados con efecto tornasol y pintado a mano color morado con glitter. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090072","BIJOUTERIE","esika-07","Pendientes Glam Frozen Star","Aretes glam con pasador francés largo de 1.5 cm.","Haz que lleve con ella la magia y la diversión de esta colección. Los aretes glam Frozen Star con detalles de cristales son ideales para acompañarla y hacer que sus outfit se vean aún más bellos.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Sus cristales translúcidos y con efecto tornasol nos encantan, son ideales para darles un toque colorido y femenino.","Haz que sus looks se realcen con este dulce diseño. Perfectos para sus momentos más importantes.","Los pendientes glam Frozen Star están bañados en oro de 24k y cuentan con cristales translúcidos y morados con efecto tornasol y pintado a mano color morado con glitter. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090074","BIJOUTERIE","esika-07","Aretes Glam Princess Sophie","Aretes con pasador francés largo de 2.5 cm.","Celebra sus momentos más especiales haciendo que sus looks se vean más lindos que nunca. Los aretes Princess Sophie son ideales para que ella se vea más bella.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Nos encanta la delicadeza de su diseño, es femenino y perfecto para la pequeña del hogar.","Haz que tu pequeña la use en sus ocasiones más especiales, como en sus fiestas infantiles.","Los aretes glam Princess Sophie están bañados en oro de 24k, han sido creados con más de 20 cristales rosados y fucsias y están pintados a mano color rosado. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090266","BIJOUTERIE","esika-07","Aretes Gold Champagne","Aretes tipo climber con poste largo 1. cm.","Un diseño estilizado con largas caídas ideal para resaltar esta temporada y deslumbrar con tus mejores outfits.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Amamos sus detalles con perlas, le aportan mucha elegancia y frescura a su diseño.","Puedes usar tus aretes todos los días, si prefieres combínalos con el collar. Para darles mayor protagonismo, lleva el cabello recogido.","Los aretes Gold Champagne están bañados en oro de 24k y cuentan con cristales y perlas. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090287","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210090291","BIJOUTERIE","esika-07","Aretes Mia Style","Aretes con poste de largo de 1.5 cm.","Delicados y elegantes, una super opción para tu día a día. Sus cristales le aportarán el toque de glamour a tus looks.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Su diseño nos encanta porque es súper delicado y estiliza tu rostro.","Combina los aretes con tus looks favoritos, puedes llevarlos a diario y lucirán genial.","Los aretes Mia Style están bañados en oro de 24k y cuentan con piedras facetadas y cristales. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090297","BIJOUTERIE","esika-07","Argollas Eva Heart","Argollas con poste largo de 3.4 cm.","¡Luce elegante y a la moda con las argollas Eva Heart! Tiene un detalle de cristal único que le da el toque de glamour que robará más de una mirada.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Se convertirán en esenciales para tus looks favoritos. Lucirás perfecta y a la moda.","Úsalas con looks más elegantes, opta por un maquillaje intenso y recoge tu cabello en una cola alta.","Las argollas de la colección Eva Heart están bañadas en oro de 24k y cuentan con cristales. Recuerda que para mantenerlas en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090363","BIJOUTERIE","esika-07","Aretes x2 Mariolu","Estuche de aretes. El más largo mide 6.6 x 2 cm.","Haz que tus looks se vean diferentes y únicos con el estuche de aretes Mariolu. Sus diseños te permiten combinarlos como más te guste. Dorado con perlas o plateado con cristales, ¡tu eliges!","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Porque te ofrece dos alternativas muy elegantes y completamente diferentes para que puedas crear más de un look increíble.","Úsalos en aquellas ocasiones más especiales con el cabello recogido y un maquillaje neutro.","Los aretes Mariolu están bañados en oro de 24k y plata. Además, cuentan con cristales y perlas. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090468","BIJOUTERIE","esika-07","Pendientes Pearl Wings Glam","Aretes glam con pasador francés largo de 3 cm.","¡Luce lo mejor de la moda con tu persona favorita! Resalten su estilo con la mejor y más linda colección llena de delicados detalles. ¡Una gran manera de seguir compartiendo juntas!","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Amamos sus detalles con perlas, le aportan mucha elegancia, frescura y femineidad a su diseño.","Ideales para darle un toque de femineidad a tu look. Úsalos con tus prendas casuales favoritas. Te verás muy bien.","Los pendientes Pearl Wings Glam están bañados en oro de 24k y cuentan con cristales y perlas. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090471","BIJOUTERIE","esika-07","Aretes Shiny Tree","Aretes tipo climber con poste largo 2.1 cm.","Luce a la moda con la mejor opción para tu estilo. Los aretes Shiny Tree son perfectos para llevarlos a diario, realzarán tus looks y te harán robar más de una mirada.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Porque es moderno y tiene mucha personalidad. Sin duda, su diseño es único.","Elige llevarlos a diario con tus looks casuales favoritos. Para darles mayor notoriedad, recoger tu cabello en una cola.","Los aretes Shiny Tree están bañados en plata y cuentan con más de 30 cristales. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210090475","BIJOUTERIE","esika-07","Aretes x3 Triple Luxe Silver","Pack de aretes. Largo de 2cm.","Crea todos los días tu look ideal. El pack de aretes te dan la libertad de elegir, combinar y llevar el estilo que más te guste.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Nos encantan la versatilidad que te ofrecen, son perfectos para crear más de un look.","Combínalos a diario como más te gusten, puedes elegir los coloridos con cristales azules, los de plata o aquellos con perlas.","Los aretes triple Deluxe Silver están bañados en plata y han sido creados con cristales azules y perlas. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210091309","BIJOUTERIE","esika-07","Aretes Mixology","Aretes tipo ear jacket con poste largo de 2.5 cm.","Versátiles y clásicos es como son estos increíbles aretes llenos de personalidad. Ideales para llevarlos siempre contigo.","¿Por qué elegirlo?","¿Cómo combinarlos?","Características","Nos encanta que tengan doble uso ya que te permite usarlo de dos formas.","Son perfectos para combinarlos con el collar corto de la colección en una ocasión especial y elegante.","Los aretes Mixiology están bañados en oro de 24k y cuentan con más de 30 cristales y perlas plateadas. Recuerda que para mantenerlos en buen estado, debes evitar el contacto con cualquier tipo de líquido.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aretes de moda, aretes esika, aretes bonitos, aretes grandes de moda,  aretes argollas, aretes circulares.","","","","","","","","","","","","","","",""
"WebRedes","210088461","Bolsos","cyzone-0107","Bolso lara...","El bolso lara viene en policanvas con detalles en material tipo cuero, dos asas cortas y un asa larga regulable y removible.","El bolso lara viene en policanvas con detalles en material tipo cuero, dos asas cortas y un asa larga regulable y removible.","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","El bolso lara viene en policanvas con detalles en material tipo cuero, dos asas cortas y un asa larga regulable y removible. Este bolso cuenta con un bolsillo frontal y el compartimento principal con cierre. Además viene con borlas decorativas.","Este tipo de bolsos amplios son pefectos para llevarlos con looks de día.","El bolso lara viene en policanvas con detalles en material tipo cuero. Sus medidas aprox. son: 30 x 14.7 x 31 cm / 11.8 x 5.8 x 12.2”","Tip1","Tip2","tip3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210088487","Bolsos","cyzone-0107","Bolso cali iii","El bolso cali viene en material tipo cuero reversible con asas trenzadas.","El bolso cali viene en material tipo cuero reversible con asas trenzadas y un bolsillo con cierre.","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","El bolso cali viene en material tipo cuero color negro y camello reversible, se cierra con broche imantado, un bolsillo con cierre por uno de los lados y dos asas trenzadas. Además cuenta con borlas decorativas.","Este tipo de bolso es perfecto para llevarlo con looks tanto básicos como con estampados.","El bolso cali viene en material tipo cuero reversible. Sus medidas aprox. son: 37 x 9 x 31cm / 14.6 x 3.5 x 12.2”","Tip1","Tip2","tip3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210088488","Bolsos","cyzone-0107","Bolso Frida qaq","El bolso frida viene en material tipo cuero en color negro y detalles bordados.","El bolso frida viene en material tipo cuero en color negro y detalles bordados.","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","El bolso frida viene en material tipo cuero en color negro y detalles de flores bordadas. Este bolso cuenta con un bolsillo posterior con cierre y un asa larga.","Los bordados de flores están súper in, este print floral sobre material tipo cuero es perfecto para reus, clases o salidas casuales.","El bolso frida viene en material tipo cuero en color negro. Sus medidas aprox. son: 22.2 x 5 x 16.5 cm / 8.7 x 2 x 6.5”","Tip1","Tip2","tip3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210088489","Bolsos","cyzone-0107","Bolso Kansas ccc","El bolso kansas viene en material tipo cuero marrón, con bolsillos frontales con cierre y asa larga regulable y removible.","El bolso kansas viene en material tipo cuero marrón, con bolsillos frontales con cierre, dos asas cortas y un asa larga regulable y removible.","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","El bolso kansas viene en material tipo cuero color marrón con detalles en dorado. El compartimento principal viene con cierre 3 bolsillos frontales con cierre, además cuenta con dos asas cortas y un asa larga removible y regulable.","Este bolso es perfecto para usarlo con looks de día. Por su color y diseño, puedes combinarlo con prendas con prints y también con prendas de color entero.","El bolso kansas viene en material tipo cuero marrón. Sus medidas aprox. son: 36 x 9 x 34 cm / 14.2 x 3.5 x 13.4”","Tip1","Tip2","tip3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210088493","Bolsos","cyzone-0107","Morral Ibiza ttt","El morral ibiza viene en policanvas con detalles en material tipo cuero y asa larga regulable.","El morral ibiza viene en policanvas con detalles en material tipo cuero, bolsillos frontales con cierre, y asa larga regulable.","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","El morral ibiza viene en policanvas estampado con detalles en material tipo cuero, un asa larga regulable, un colgante removible, y dos bolsillos frontales con cierre.","Este tipo de bolsos es perfecto para los días que quieres llevar más cosas y estar cómoda, por ejemplo, para ir a clases.","El morral ibiza viene en policanvas estampado con detalles en material tipo cuero. Sus medidas aprox. son: 34.2 x 9 x 33 cm / 13.5 x 3.5 x 13”","Tip1","Tip2","tip3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210088490","Mochilas y Maletines","cyzone-0107","Maletín coastline ggg","El maletín coastline viene en policanvas estampado con detalles en material tipo cuero, un asa larga regulable y removible.","El maletín coastline viene en policanvas estampado con detalles en material tipo cuero, un asa larga regulable y removible.","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","El maletín coastline viene en policanvas estampado con detalles en material tipo cuero color marrón. Este maletín cuenta con dos asas cortas y un asa larga regulable y removible, compartimento principal con cierre, un bolsillo frontal con cierre, y un estuche removible para guardar cosas por separado.","Este tipo de maletines son perfectos para viajes o para llevar tus cosas al gimnasio.","El maletín coastline viene en policanvas estampado y detalles en material tipo cuero. Sus medidas aprox. son: 43 x 17.5 x 32 cm / 16.9 x 6.9 x 12.6”","Tip1","Tip2","tip3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210088491","Mochilas y Maletines","cyzone-0107","Mochila aissa bbb","La mochila aissa viene en policanvas, cuenta con porta laptop interno, y dos bolsillos frontales con cierre.","La mochila aissa viene en policanvas, cuenta con porta laptop interno, bolsillos laterales y dos bolsillos frontales con cierre.","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","La mochila aissa viene en policanvas estampado con detalles en material tipo cuero. Esta mochila viene con porta laptop interno, monedero removible, bolsillos laterales y dos bolsillos frontales con cierre.","Este tipo de mochilas son ideales para clases, viajes, o para ocasiones en las que tengas que llevar más cosas.","La mochila aissa viene en policanvas estampado con detalles en material tipo cuero. Incluye monedero removible. Sus medidas aprox. son: 26.5 x 13 x 39.5cm / 10.4 x 5.1 x 15.5”","Tip1","Tip2","tip3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210087731","j","j","j","j","j","j","j","j","j","j","j","j","j","j","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210088475","Nombre Categoría Web/Redes (menor nivel)","Código Categoría Web/Redes (menor nivel)","Nombre Producto Web/Redes","Resumen de Pdto (Descripcion corta","Descripción larga de Pdto Web/Redes","Titulo Descubre mas 1","Titulo Descubre mas 2","Titulo Descubre mas 3","Contenido Descripcion Descubre mas 1","Contenido Descripcion Descubre mas 2","Contenido Descripcion Descubre mas 3","Titulo Tip 1","Titulo Tip 2","Titulo Tip 3","Titulo Tip 4","Descripcion Tip 1","Descripcion Tip 2","Descripcion Tip 3","Descripcion Tip 4","Descripcion Imagen 1","Descripcion Imagen 2","Descripcion Imagen 3","Descripcion Imagen 4","Texto de Video 1","Texto de Video 2","Texto de Video 3","Texto de Video 4","Texto de Video 5","Nombre del Archivo video 1","Nombre del Archivo video 2","Nombre del Archivo video 3","Nombre del Archivo video 4","Nombre del Archivo video 5","http://Link Video 1","http://Link Video 2","http://Link Video 3","http://Link Video 4","http://Link Video 5","Color RGB","Palabras Clave","Titulo Perfumista 1","Titulo Perfumista 2","Descripcion Perfumista 1","Descripcion Perfumista 2","Titulo General Paso a Paso","Titulo Paso 1","Titulo Paso 2","Titulo Paso 3","Titulo Paso 4","Descripcion Paso 1","Descripcion Paso 2","Descripcion Paso 3","Descripcion Paso 4","",""
"WebRedes","210088476","Billeteras y Portatodos","cyzone-0107","Billetera olive...","La billetera olive viene en material tipo cuero con múltiples compartimentos y monedero con cierre.","La billetera olive viene en material tipo cuero con múltiples compartimentos y un amplio monedero con cierre.","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","La billetera olive viene en material tipo cuero beige con múltiples compartimentos, porta tarjetas y portarretratos para que organices todos tus documentos. Se cierra con un broche. Además cuenta con un amplio monedero con cierre.","Este tamaño de billetera es ideal para llevarla en los bolsos medianos o pequeños.","La billetera olive viene en material tipo cuero. Sus medidas aprox. son: 13.2 x 11.7 cm / 5.2 x 4.6”","Tip1","Tip2","tip3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210088482","Billeteras y Portatodos","cyzone-0107","Billetera gloss...","La billetera gloss viene en material tipo cuero con múltiples compartimentos y monedero interior con cierre.","La billetera gloss viene en material tipo cuero con múltiples compartimentos y monedero interior con cierre.","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","La billetera gloss viene en material tipo cuero color camel con detalles en dorado y diseños de estrellas. Esta billetera cuenta con múltiples compartimentos para que guardes todo lo que necesites. También cuenta con un monedero interior con cierre, y el compartimento principal con cierre.","Puedes llevar esta billetera en tus bolsos o usarla como clutch llevándola en la mano los días que quieras llevar solo lo necesario.","La billetera gloss viene en material tipo cuero. Sus medidas aprox. son: 19 x 10 cm / 7.5 x 3.9”","Tip1","Tip2","tip3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210088483","Hombre","cyzone-0107","Billetera seal...","La billetera seal viene en material tipo cuero con múltiples compartimentos y monedero interior con cierre.","La billetera seal viene en material tipo cuero con múltiples compartimentos, porta tarjetas, portarretratos, y monedero interior con cierre.","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","La billetera seal viene en material tipo cuero negro con múltiples compartimentos, porta tarjetas y portarretratos, y un monedero interior con cierre.","Puedes llevar esta billetera siempre contigo. Tiene el tamaño perfecto para que la lleves en tu bolsillo.","La billetera seal viene en material tipo cuero negro. Sus medidas aprox. son: 9.3 x 11 cm / 3.7 x 4.3”","Tip1","Tip2","tip3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210088484","Billeteras y Portatodos","cyzone-0107","Billetera mate...","La billetera mate viene en material tipo cuero con múltiples compartimentos y monedero interior con cierre.","La billetera mate viene en material tipo cuero con múltiples compartimentos y monedero interior con cierre.","CONOCE EL PRODUCTO","CÓMO Y CUÁNDO USARLO","MÁS DETALLES DEL PRODUCTO","La billetera mate viene en material tipo cuero color negro con detalles en plateado y diseño de corazones. Esta billetera cuenta con múltiples compartimentos para que guardes todo lo que necesites. También cuenta con un monedero interior con cierre, y el compartimento principal con cierre.","Puedes llevar esta billetera en tus bolsos o usarla como clutch llevándola en la mano los días que quieras llevar solo lo necesario.","La billetera mate viene en material tipo cuero. Sus medidas aprox. son: 19.5 x 11 cm / 7.7 x 4.3”","Tip1","Tip2","tip3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210088494","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210089717","ACCESORIOS","esika-070104","Billetera Mila","Billetera tipo cuerpo de 21 cm x 11 cm x 3 cm.","Resalta tu estilo y lleva la elegancia siempre contigo. La billetera Mila es la opción más sofisticada y práctica para llevar absolutamente todo lo que necesites en tu día a día gracias a sus múltiples compartimentos.","¿Por qué lo amarás?","Detalles","¿Qué más debes saber?","Nos encantan sus múltiples compartimentos que lo convierten en una opción súper práctica.","Tienes espacio para guardar tu labial, tu celular, tarjetas, documentos y cuenta con monedero.","Es de color nude, tiene material tipo cuero y una asa corta.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","billeteras, billeteras para mujer, billeteras dama, billetera mujer, billetera a la moda, billetera de mujer.","","","","","","","","","","","","","","",""
"WebRedes","210082129","NA","NA","Producto no aplica","Producto no aplica","Producto no aplica","Producto no aplica","Producto no aplica","Producto no aplica","Producto no aplica","Producto no aplica","Producto no aplica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210082135","1","rr","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WebRedes","210082891","Nombre Categoría CYZONE SPRING TIME RELOJ","Código Categoría CYZONE SPRING TIME RELOJ","Nombre CYZONE SPRING TIME RELOJ","Resumen CYZONE SPRING TIME RELOJ","Descripción CYZONE SPRING TIME RELOJ","Titulo CYZONE SPRING TIME RELOJ1","Titulo CYZONE SPRING TIME RELOJ2","Titulo CYZONE SPRING TIME RELOJ","Contenido CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","http://CYZONE SPRING TIME RELOJ","http://CYZONE SPRING TIME RELOJ","http://CYZONE SPRING TIME RELOJ","http://CYZONE SPRING TIME RELOJ","http://CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","CYZONE SPRING TIME RELOJ","","True"
