"GrupoDeAtributos","codsap","desnombrefantasiacatalogo","desnombreelementocatalogo","desnombrearticulocatalogo","descapacidadcatalogo","descapacidadcatalogo001","descapacidadcatalogo002","destallamedidacatalogo","desbeneficiosslogancatalogo","desfamiliaolfativacatalogo","desnombrelineacatalogo","descomentarioscatalogo","desmaestrocatalogo","destipoproductocatalogo","deshistoriaolfativatextoaprobado","desmodousotextoaprobado","destecnologiatextoaprobado","desbeneficioprincipal","desdisclaimerbeneficioprincipal","desbeneficiosecundario001","desdisclaimersecundario001","desbeneficiosecundario002","desdisclaimersecundario002","desbeneficiosecundario003","desdisclaimersecundario003","desbeneficiosecundario004","desdisclaimersecundario004","desbeneficiosecundario005","desdisclaimersecundario005"
"Comunicaciones","200085582","mad 4 color","Labial full color*","exentrik rose","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200085583","mad 4 color","Labial full color*","cherry maniak","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200085584","mad 4 color","Labial full color*","delirium grape","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200085585","mad 4 color","Labial full color*","crazy orange","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200086098","mad 4 color","Labial full color*","circus cherry","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200085739","x-tra time lips","Labial larga duración*","x-tra melon","4 g /.14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200085740","x-tra time lips","Labial larga duración*","x-tra peach","4 g /.14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200085742","x-tra time lips","Labial larga duración*","x-tra apple","4 g /.14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200085743","x-tra time lips","Labial larga duración*","rose pin up","4 g /.14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200085745","x-tra time lips","Labial larga duración*","x-tra ruby","4 g /.14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200085747","x-tra time lips","Labial larga duración*","x-tra candy","4 g /.14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200088639","x-tra time lips","Labial larga duración*","x-tra salmon","4 g /.14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200088640","x-tra time lips","Labial larga duración*","x-tra berry","4 g /.14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200088642","x-tra time lips","Labial larga duración*","x-tra wine","4 g /.14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200085803","mix & shine","Brillo labial combinable","fresh rose","7 ml / .23 fl. oz.","","","","brillo, sabor y frescura para combinar","","cy","","CYZONE PAISES","","","","","brillo, sabor y frescura para combinar","","brillo, sabor y frescura para combinar","","","","","","","","",""
"Comunicaciones","200085805","mix & shine","Brillo labial combinable","fresh pink","7 ml / .23 fl. oz.","","","","brillo, sabor y frescura para combinar","","cy","","CYZONE PAISES","","","","","brillo, sabor y frescura para combinar","","brillo, sabor y frescura para combinar","","","","","","","","",""
"Comunicaciones","200085807","mix & shine","Brillo labial combinable","fresh cherry","7 ml / .23 fl. oz.","","","","brillo, sabor y frescura para combinar","","cy","","CYZONE PAISES","","","","","brillo, sabor y frescura para combinar","","brillo, sabor y frescura para combinar","","","","","","","","",""
"Comunicaciones","200087180","cosmic lips","Gloss con efecto tornasol para labios","cosmic red","4.5 ml / 0.15 fl. oz.","","","","úsalo sobre cualquier labial","","cy","","CYZONE PAISES","","","","","úsalo sobre cualquier labial","","úsalo sobre cualquier labial","","","","","","","","",""
"Comunicaciones","200087181","cosmic lips","Gloss con efecto tornasol para labios","cosmic purple","4.5 ml / 0.15 fl. oz.","","","","úsalo sobre cualquier labial","","cy","","CYZONE PAISES","","","","","úsalo sobre cualquier labial","","úsalo sobre cualquier labial","","","","","","","","",""
"Comunicaciones","200087182","cosmic lips","Gloss con efecto tornasol para labios","cosmic rose","4.5 ml / 0.15 fl. oz.","","","","úsalo sobre cualquier labial","","cy","","CYZONE PAISES","","","","","úsalo sobre cualquier labial","","úsalo sobre cualquier labial","","","","","","","","",""
"Comunicaciones","200089189","x-tra time lips mate","Labial de larga duración con acabado mate*","rubí mate","4 g / .14 oz.","","","","acabado con textura soft","","cy","","CYZONE PAISES","","","","","acabado con textura soft","","acabado con textura soft","","","","","","","","",""
"Comunicaciones","200089451","color code","Labial en barra con sabor y aroma*","strawberry color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200091131","","Labial líquido glitter color intenso*","bronze","5 ml","","","","Larga duración, no transfer","","Studio look","","CYZONE PAISES","","","","","Larga duración, no transfer*","","Larga duración, no transfer*","","","","","","","","",""
"Comunicaciones","200091133","","Labial líquido glitter color intenso*","violet","5 ml","","","","Larga duración, no transfer","","Studio look","","CYZONE PAISES","","","","","Larga duración, no transfer*","","Larga duración, no transfer*","","","","","","","","",""
"Comunicaciones","200091134","","Labial líquido glitter color intenso*","berry","5 ml","","","","Larga duración, no transfer","","Studio look","","CYZONE PAISES","","","","","Larga duración, no transfer*","","Larga duración, no transfer*","","","","","","","","",""
"Comunicaciones","200093827","","Labial líquido glitter color intenso*","ruby","5 ml","","","","Larga duración, no transfer","","Studio look","","CYZONE PAISES","","","","","Larga duración, no transfer*","","Larga duración, no transfer*","","","","","","","","",""
"Comunicaciones","200093828","","Labial líquido glitter color intenso*","grape","5 ml","","","","Larga duración, no transfer","","Studio look","","CYZONE PAISES","","","","","Larga duración, no transfer*","","Larga duración, no transfer*","","","","","","","","",""
"Comunicaciones","200093829","","Labial líquido glitter color intenso*","black","5 ml","","","","Larga duración, no transfer","","Studio look","","CYZONE PAISES","","","","","Larga duración, no transfer*","","Larga duración, no transfer*","","","","","","","","",""
"Comunicaciones","210046480","Brocha para rubor","Brocha para rubor","Brocha para rubor","","","ESIKA COLOMBIA","XXX","","","Brocha para rubor","0","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","210046479","","Brocha para polvos","Brocha para polvos","","","","XXX","","","","","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200085148","khali","Esmalte para uñas","pale","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085149","khali","Esmalte para uñas","black","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085150","khali","Esmalte para uñas","red","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085151","khali","Esmalte para uñas","wine","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085153","khali","Esmalte para uñas","violet","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085167","khali","Esmalte para uñas","fucsia","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085168","khali","Esmalte para uñas","lemon","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085169","khali","Esmalte para uñas","water","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085170","khali","Esmalte para uñas","strawberry","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085171","khali","Esmalte para uñas","coral","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085172","khali","Esmalte para uñas","yellow","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085175","khali","Esmalte para uñas","rose","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085177","khali","Esmalte para uñas","esmerald","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085179","khali","Esmalte para uñas","silver","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085180","khali","Esmalte para uñas","malva","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085181","khali","Esmalte para uñas","melon","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085182","khali","Esmalte para uñas","metal blue","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085183","khali","Esmalte para uñas","pinkgirl","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085184","khali","Esmalte para uñas","orange","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085185","khali","Esmalte para uñas","greenfull","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085197","khali","Esmalte para uñas","olive","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085201","khali","Esmalte para uñas","soft grey","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085202","khali","Esmalte para uñas","lava","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085203","khali","Esmalte para uñas","lavanda","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085204","khali","Esmalte para uñas","baby blue","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085205","khali","Esmalte para uñas","grape","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085206","khali","Esmalte para uñas","berry","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085207","khali","Esmalte para uñas","vanilla","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085208","khali","Esmalte para uñas","mocca","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086832","khali","Esmalte para uñas","amber","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086833","khali","Esmalte para uñas","amatist","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086834","khali","Esmalte para uñas","white","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200087520","khali","Esmalte para uñas","metal red","8 ml / .27 fl. oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200087521","khali","Esmalte para uñas","metal turkeis","8 ml / .27 fl. oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200087522","khali","Esmalte para uñas","metal purple","8 ml / .27 fl. oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200087523","khali","Esmalte para uñas","blue","8 ml / .27 fl. oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200085254","khali finish glam","Esmalte para uñas","carnival","5 ml /.16 fl. oz.","","","","cambia el acabado a tu esmalte","","cy","","CYZONE PAISES","","","","","cambia el acabado a tu esmalte","","cambia el acabado a tu esmalte","","","","","","","","",""
"Comunicaciones","200085255","khali finish glam","Esmalte para uñas","urban","5 ml /.16 fl. oz.","","","","cambia el acabado a tu esmalte","","cy","","CYZONE PAISES","","","","","cambia el acabado a tu esmalte","","cambia el acabado a tu esmalte","","","","","","","","",""
"Comunicaciones","200085256","khali finish glam","Esmalte para uñas","wild","5 ml /.16 fl. oz.","","","","cambia el acabado a tu esmalte","","cy","","CYZONE PAISES","","","","","cambia el acabado a tu esmalte","","cambia el acabado a tu esmalte","","","","","","","","",""
"Comunicaciones","200086464","khali","Esmalte para uñas","pale","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086465","khali","Esmalte para uñas","black","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086466","khali","Esmalte para uñas","red","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086467","khali","Esmalte para uñas","wine","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086472","khali","Esmalte para uñas","strawberry","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086474","khali","Esmalte para uñas","coral","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086475","khali","Esmalte para uñas","yellow","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086477","khali","Esmalte para uñas","rose","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086478","khali","Esmalte para uñas","esmeral","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086479","khali","Esmalte para uñas","silver","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086480","khali","Esmalte para uñas","malva","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086481","khali","Esmalte para uñas","melon","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086482","khali","Esmalte para uñas","metal blue","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086483","khali","Esmalte para uñas","pinkgirl","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086484","khali","Esmalte para uñas","orange","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086485","khali","Esmalte para uñas","greenfull","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086487","khali","Esmalte para uñas","soft grey","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086488","khali","Esmalte para uñas","lava","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086489","khali","Esmalte para uñas","lavanda","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086490","khali","Esmalte para uñas","baby blue","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086491","khali","Esmalte para uñas","grape","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086492","khali","Esmalte para uñas","berry","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086493","khali","Esmalte para uñas","vanilla","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086494","khali","Esmalte para uñas","mocca","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200086870","khali","Esmalte para uñas","amatist","8 ml / 0.27 fl. oz","","","","dilo con las manos","","cy","","CYZONE PAISES","","","","","dilo con las manos","","dilo con las manos","","","","","","","","",""
"Comunicaciones","200086871","khali","Esmalte para uñas","white","8 ml / 0.27 fl. oz","","","","dilo con las manos","","cy","","CYZONE PAISES","","","","","dilo con las manos","","dilo con las manos","","","","","","","","",""
"Comunicaciones","200087573","khali","Esmalte para uñas","red satin","8 ml / .27 fl. oz.","","","","dilo con las manos","","cy","","CYZONE PAISES","","","","","dilo con las manos","","dilo con las manos","","","","","","","","",""
"Comunicaciones","200087574","khali","Esmalte para uñas","metal turkeis","8 ml / .27 fl. oz.","","","","dilo con las manos","","cy","","CYZONE PAISES","","","","","dilo con las manos","","dilo con las manos","","","","","","","","",""
"Comunicaciones","200087575","khali","Esmalte para uñas","metal purple","8 ml / .27 fl. oz.","","","","dilo con las manos","","cy","","CYZONE PAISES","","","","","dilo con las manos","","dilo con las manos","","","","","","","","",""
"Comunicaciones","200087576","khali","Esmalte para uñas","blue","8 ml / .27 fl. oz.","","","","dilo con las manos","","cy","","CYZONE PAISES","","","","","dilo con las manos","","dilo con las manos","","","","","","","","",""
"Comunicaciones","200086486","khali","Esmalte para uñas","olive","8 ml /0.27 fl.oz.","","","","dilo con  las manos","","cy","","CYZONE PAISES","","","","","dilo conlas manos","","dilo conlas manos","","","","","","","","",""
"Comunicaciones","200087015","khali finish sugar","Esmalte para uñas","sugar blue","5 ml / .16 fl. oz.","","","","cambia el acabado a tu esmalte","","cy","","CYZONE PAISES","","","","","cambia el acabado a tu esmalte","","cambia el acabado a tu esmalte","","","","","","","","",""
"Comunicaciones","200087016","khali finish sugar","Esmalte para uñas","sugar purple","5 ml / .16 fl. oz.","","","","cambia el acabado a tu esmalte","","cy","","CYZONE PAISES","","","","","cambia el acabado a tu esmalte","","cambia el acabado a tu esmalte","","","","","","","","",""
"Comunicaciones","200087017","khali finish sugar","Esmalte para uñas","sugar melon","5 ml / .16 fl. oz.","","","","cambia el acabado a tu esmalte","","cy","","CYZONE PAISES","","","","","cambia el acabado a tu esmalte","","cambia el acabado a tu esmalte","","","","","","","","",""
"Comunicaciones","200087018","khali finish sugar","Esmalte para uñas","sugar berry","5 ml / .16 fl. oz.","","","","cambia el acabado a tu esmalte","","cy","","CYZONE PAISES","","","","","cambia el acabado a tu esmalte","","cambia el acabado a tu esmalte","","","","","","","","",""
"Comunicaciones","200087022","khali finish sugar","Esmalte para uñas","sugar berry","5 ml / .16 fl. oz.","","","","cambia el acabado a tu esmalte","","cy","","CYZONE PAISES","","","","","cambia el acabado a tu esmalte","","cambia el acabado a tu esmalte","","","","","","","","",""
"Comunicaciones","200087019","khali finish sugar","Esmalte para uñas","sugar blue","5 ml / .16 fl. oz.","","","","cambia el acabado a tu esmalte","","cy","","CYZONE PAISES","","","","","cambia el acabado a tu esmalte","","cambia el acabado a tu esmalte","","","","","","","","",""
"Comunicaciones","200087020","khali finish sugar","Esmalte para uñas","sugar purple","5 ml / .16 fl. oz.","","","","cambia el acabado a tu esmalte","","cy","","CYZONE PAISES","","","","","cambia el acabado a tu esmalte","","cambia el acabado a tu esmalte","","","","","","","","",""
"Comunicaciones","200087021","khali finish sugar","Esmalte para uñas","sugar melon","5 ml / .16 fl. oz.","","","","cambia el acabado a tu esmalte","","cy","","CYZONE PAISES","","","","","cambia el acabado a tu esmalte","","cambia el acabado a tu esmalte","","","","","","","","",""
"Comunicaciones","200064318","nails in!","Esmalte multibeneficios para uñas","pale in","5 ml /.16 fl. oz.","","","","uñas + fuertes + brillo + duración y secado rápido","","cy","","CYZONE PAISES","","","","","uñas + fuertes + brillo + duración y secado rápido","","uñas + fuertes + brillo + duración y secado rápido","","","","","","","","",""
"Comunicaciones","200043856","Vanilla Hombre","Eau de toilette masculino","VANILLA HOMBRE EDP 100 ML","100 ml / 3,4 fl.oz.","","","","","","","","ESIKA COLOMBIA","FRAGANCIAS","","","","","","","","","","","","","","",""
"Comunicaciones","200056638","Altheus","Eau de toilette masculino","ALTHEUS EDT 100 ML","100 ml / 3,4 fl.oz.","","ESIKA EL SALVADOR","","MAQUILLAJE","","Cologne atomiseur","0","ESIKA EL SALVADOR","FRAGANCIAS","","","","","","","","","","","","","","",""
"Comunicaciones","200058349","Pulso Christian Meier","Eau de toilette masculino","PULSO EDT 100 ML","100 ml / 3,4 fl.oz.","","ESIKA COLOMBIA","","MAQUILLAJE","","Cologne atomiseur","0","ESIKA COLOMBIA","FRAGANCIAS","","","","dw","","","","","","","","","","",""
"Comunicaciones","200059779","D'Orsay","Perfume masculino","D'ORSAY Parfum 90ML","90 ml / 3.04 fl.oz.","","","","","","","","ESIKA COLOMBIA","FRAGANCIAS","","","","","","","","","","","","","","",""
"Comunicaciones","200060756","","eau de parfum","CZ FLIRTY PROB C/C 4.5 ML","4.5 ml","","","","Empieza el juego","dulce","probador flirty girl","","CYZONE PAISES","","Conquista con las coquetas notas de pink fressia y con el cremoso sándalo.","","","","","","","","","","","","","",""
"Comunicaciones","200066490","Winner Sport","Cologne for men","ES WINNER SPORT MINI 10 ML","10 ml / ,33 fl.oz.","","","","","","","","ESIKA COLOMBIA","FRAGANCIAS","","","","","","","","","","","","","","",""
"Comunicaciones","200069680","Body & Spirit Sensual","Colonia","LBEL B&S COL SENSUAL 100ML","100 ml e 3.4 fl. oz.","100 ml","3.4 fl. oz.","3.4 fl. oz.","","","Colonia. Concentración ligera*","0","LBEL COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","200069684","Body & Spirit Passion","Colonia","LBEL B & S PASS COL 100ML","100 ml e 3.4 fl. oz.","100 ml","3.4 fl. oz.","3.4 fl. oz.","","","Colonia. Concentración ligera*","0","LBEL COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","200069856","","eau de parfum","cz danight edt cc 100 ml","100 ml / 3.4 fl. oz.","","","","La noche se mueve a tu ritmo","dulce","dancing night","","CYZONE COLOMBIA","","Disfruta la noche con intensas notas de ciruela y el dulce aroma de la vainilla.","","","","","","","","","","","","","",""
"Comunicaciones","200072913","Xplash","Colonia","Xplash","120 ml / 4 fl.oz.","","","","","","Comando Force","","ESIKA COLOMBIA","ROSTRO Y CUERPO","","","","","","","","","","","","","","",""
"Comunicaciones","200079039","Suntuosa","Eau de parfum atomiseur","ES SUNTUOSA EDP 50 ML","4,5 ml / 0.15 fl.oz.","","ESIKA BOLIVIA","","ESTUCHES Y VARIOS","","Eau de parfum atomiseur","0","ESIKA BOLIVIA","FRAGANCIAS","","","","","","","","","","","","","","",""
"Comunicaciones","200079577","","eau de parfum","CZ ADDICTED PROB C/C 4.5 ML","4.5 ml","","","","despierta su adicción","dulce","probador addicted","","CYZONE COLOMBIA","","Seduce con la freesia púrpura y las poderosas notas de la orquídea negra.","","","","","","","","","","","","","",""
