"grupodeatributos","codsap","desproductosap","unidadmedidabase","codproducto","codgrupoarticulo","desgrupoarticulo","codunidadnegocio","codjerq01","codmarca","desmarca","codigonegocio","desnegocio","codatributo1","desatributo1","codatributo2","desatributo2","codatributo3","desatributo3","peticionborrado","tipoean","codean13","codcuc","descripcioncuc","codcuctono","descripcioncuctono","codlinea","deslinea","codjerq02","desjerq02","codcategoria","descategoria","codsubcategoria","dessubcategoria","codtipo","destipo","codsubtipo","dessubtipo","codproductogenerico","desproductogenerico","codproductosupergenerico","desproductosupergenerico","largo","ancho","Volumen","pesobruto","alto","unidadlongitud","unidadvolumen","unidadpeso","codclasemkt","aplicacionlugaruso","beneficio","descaracteristicabulk","edadobjetivo","familiafragancia","gama","grupoproductoac","mercado","presentacionenvase","sexo","sexoedadobjetivo","teoriacolor","tipoestuche","tipopielcabello","tipoproducto","contenidoneto","umcontenido","acabadoaccessorios","acabadocajareloj","acabadoluna","adicional","caracteristicastirasasas","caracteristicasbijouterie","cierrecomplementos","clasificacionproductos","colorcorrea","colorluna","colormarco","colortono","colortonocajareloj","detallecaja","detalleespecifi","detalleproducto","detallesuela","detallebrazo","detallemarcolentes","dialacabado","colorreloj","disenocomplementos","tipoestampado","estiloaccesorio","estiloropa","formacaja","grosorbrazo","GrupoProductosHogar","insumocajareloj","insumomaterialprimario","insumocomplementario","materialcajareloj","modelolentes","niveles","nombregenericoaccesorio","nombregenerico","ocasionusoaccesorio","ocasionusoropa","origenaccesorio","tipoplaneacion","posicionamiento","presentacionforma","rotulosfila","subtipoprodhogar","subtipoprodcomplementos","tallatamano","tema","tematico","tipoluna","tipomaterial","tipomaterialropacalzado","tipomaterialbrazolente","tipotirasasas","tipologiareloj","tirasasas","versatilidad"
"SAP","200094512","CZ VERA PLUMA 0.9 ML","Unidad","P0288034005","0101","Fragancias","Cosméticos","03010100020006","03","CYZONE","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","200094512","CZ VERA PLUMA 0.9 ML","","","","IZZY BIZU","1112048287222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","222","PLUMA","","","","","39.000","10.500","28.665","4.400","70.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Pluma","Masculino","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094533","LB ZAMAK EDT 80 ML","Unidad","P0294019001","0101","Fragancias","Cosméticos","01010100020003","01","L'BEL","0101","FRAGANCIAS","0002","MASCULINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200094533","LB ZAMAK EDT 80 ML","","","","ZAMAK","1101166001079","FRAGANCIAS/CABALLEROS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","166","CABALLEROS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","81.000","43.000","459.756","336.500","132.000","Milímetro","Cm3","Gramo","Fragancias","","Elegancia","Liquido C/Alcohol","","Aromatica Fresca","","","Colonia Masculinas","Frasco C/Spray","Masculino","","","Sin Asignar","","Colonia Y/O Eau De Toilette","80.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094540","LB ZAMAK PROB C-P 2 ML","Unidad","P0294034004","0101","Fragancias","Cosméticos","01010100020006","01","L'BEL","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","200094540","LB ZAMAK PROB C-P 2 ML","","","","ZAMAK","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Elegancia","Liquido C/Alcohol","","Aromatica Tonica","","","Muestras Cosm Fragancias","Probador","Masculino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095027","ES REVOLUTION EDT 75 ML","Unidad","P0358019001","0101","Fragancias","Cosméticos","02010100020003","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200095027","ES REVOLUTION EDT 75 ML","","","","REVOLUTION","1101166001079","FRAGANCIAS/CABALLEROS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","166","CABALLEROS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","84.500","40.500","414.092","280.000","121.000","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Fresca","","","Colonia Masculinas","Frasco C/Spray","Masculino","","","Sin Asignar","","Colonia Y/O Eau De Toilette","75.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095030","ES REVOLUTION PROB C/P 2 ML","Unidad","P0358034001","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","200095030","ES REVOLUTION PROB C/P 2 ML","","","","REVOLUTION","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Fresca","","","Muestras Cosm Fragancias","Probador","Masculino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095031","ES REVOLUTION PLUMA 0.9 ML","Unidad","P0358034002","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","200095031","ES REVOLUTION PLUMA 0.9 ML","","","","REVOLUTION","1112048287222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","222","PLUMA","","","","","39.000","10.500","28.665","4.400","70.000","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Fresca","","","Muestras Cosm Fragancias","Pluma","Masculino","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095188","ES NAT CAR WILD PIT COL 200 ML","Unidad","P0316025001","0101","Fragancias","Cosméticos","02010100010002","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0002","COLONIA DE BA�O","","","","","","200095188","ES NAT CAR WILD PIT COL 200 ML","","","","NAT CARE WILD PITAHAYA","1101003013079","FRAGANCIAS/FAMILIAR BA#O/COLONIA DE BA#O/CON SPRAY","01","FRAGANCIAS","003","FAMILIAR BA#O","013","COLONIA DE BA#O","079","CON SPRAY","","","","","42.000","42.000","379.260","217.000","215.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Colonia De Baño","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia De Baño","200.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095364","ES FLK NAT CARE V10 COL 200 ML","Unidad","P0317025001","0101","Fragancias","Cosméticos","02010100010002","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0002","COLONIA DE BA�O","","","","","","200095364","ES FLK NAT CARE V10 COL 200 ML","","","","ES FLK NAT CARE V10","1101003013079","FRAGANCIAS/FAMILIAR BA#O/COLONIA DE BA#O/CON SPRAY","01","FRAGANCIAS","003","FAMILIAR BA#O","013","COLONIA DE BA#O","079","CON SPRAY","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Energizante","Liquido C/Alcohol","","Citrica","","","Colonia De Baño","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia De Baño","200.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095496","ES VALENTIA EDP 45 ML","Unidad","P0448019001","0101","Fragancias","Cosméticos","02010100010005","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0005","EAU DE PARFUM","","","","","","200095496","ES VALENTIA EDP 45 ML","","","","VALENTIA","1101165001079","FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","165","DAMAS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","56.000","42.000","291.648","204.100","124.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Colonia Femeninas","Frasco C/Spray","Femenino","","","Sin Asignar","","Eau De Parfum","45.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095497","ES VALENTIA PROB C/PUMP 2 ML","Unidad","P0448034001","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200095497","ES VALENTIA PROB C/PUMP 2 ML","","","","VALENTIA","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095499","ES EXPRESS COLORS C/PUM 2ML","Unidad","P0350034001","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200095499","ES EXPRESS COLORS C/PUM 2ML","","","","EXPRESSION COLORS","1112048286286","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/PROBADOR C PUMP C CAJA ESTANDA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","286","PROBADOR C PUMP C CAJA ESTANDA","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095500","ES EXPRESS COLORS EDP 50 ML","Unidad","P0350019001","0101","Fragancias","Cosméticos","02010100010005","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0005","EAU DE PARFUM","","","","","","200095500","ES EXPRESS COLORS EDP 50 ML","","","","EXPRESSION COLORS","1101165001079","FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","165","DAMAS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","48.000","43.000","357.072","218.000","173.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Colonia Femeninas","Frasco C/Spray","Femenino","","","Sin Asignar","","Eau De Parfum","50.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095501","ES EXPRESS COLORS PLUM 0.9 ML","Unidad","P0350034002","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200095501","ES EXPRESS COLORS PLUM 0.9 ML","","","","EXPRESSION COLORS","1112048286222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","222","PLUMA","","","","","39.000","10.500","28.665","4.400","70.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Muestras Cosm Fragancias","Pluma","Femenino","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095507","ES PARAD SAFARI COL 200 ML","Unidad","P0322025001","0101","Fragancias","Cosméticos","02010100010002","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0002","COLONIA DE BA�O","","","","","","200095507","ES PARAD SAFARI COL 200 ML","","","","PARADISSO SAFARI ADVENTURE","1101003013079","FRAGANCIAS/FAMILIAR BA#O/COLONIA DE BA#O/CON SPRAY","01","FRAGANCIAS","003","FAMILIAR BA#O","013","COLONIA DE BA#O","079","CON SPRAY","","","","","55.000","33.000","372.075","238.000","205.000","Milímetro","Cm3","Gramo","Fragancias","","Libertad","Liquido C/Alcohol","","Aromatica Acuosa","","","Colonia De Baño","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia De Baño","200.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095508","ES PARAD SAFARI PROB 2 ML","Unidad","P0322034001","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200095508","ES PARAD SAFARI PROB 2 ML","","","","PARADISSO SAFARI ADVENTURE","1112048013274","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA DE BA#O/PROBADOR SIN CAJA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","013","COLONIA DE BA#O","274","PROBADOR SIN CAJA","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Libertad","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095510","ES PARAD SAVANNAH COL 200 ML","Unidad","P0326025001","0101","Fragancias","Cosméticos","02010100010002","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0002","COLONIA DE BA�O","","","","","","200095510","ES PARAD SAVANNAH COL 200 ML","","","","PARADISSO SAVANNAH SPIRIT","1101003013190","FRAGANCIAS/FAMILIAR BA#O/COLONIA DE BA#O/SIN SPRAY","01","FRAGANCIAS","003","FAMILIAR BA#O","013","COLONIA DE BA#O","190","SIN SPRAY","","","","","55.000","33.000","372.075","238.000","205.000","Milímetro","Cm3","Gramo","Fragancias","","Libertad","Liquido C/Alcohol","","Aromatica Acuosa","","","Colonia De Baño","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia De Baño","200.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095511","ES PARAD SAVANNAH PROB 2 ML","Unidad","P0326034001","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200095511","ES PARAD SAVANNAH PROB 2 ML","","","","PARADISSO SAVANNAH SPIRIT","1112048013274","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA DE BA#O/PROBADOR SIN CAJA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","013","COLONIA DE BA#O","274","PROBADOR SIN CAJA","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Libertad","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095512","LB SELEMIST PINKPEPP COL 200ML","Unidad","P0361025001","0101","Fragancias","Cosméticos","01010100010002","01","L'BEL","0101","FRAGANCIAS","0001","FEMENINO","0002","COLONIA DE BA�O","","","","","","200095512","LB SELEMIST PINKPEPP COL 200ML","","","","SELECT MIST PINK PEPPER","1101003013079","FRAGANCIAS/FAMILIAR BA#O/COLONIA DE BA#O/CON SPRAY","01","FRAGANCIAS","003","FAMILIAR BA#O","013","COLONIA DE BA#O","079","CON SPRAY","","","","","55.000","36.300","401.895","250.000","201.300","Milímetro","Cm3","Gramo","Fragancias","","Energizante","Liquido C/Alcohol","","Aromatica Acuosa","","","Colonia De Baño","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia De Baño","200.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095516","LB SELECTMIST AMBER COL 200ML","Unidad","P0362025001","0101","Fragancias","Cosméticos","01010100010002","01","L'BEL","0101","FRAGANCIAS","0001","FEMENINO","0002","COLONIA DE BA�O","","","","","","200095516","LB SELECTMIST AMBER COL 200ML","","","","SELECT MIST AMBER","1101003013079","FRAGANCIAS/FAMILIAR BA#O/COLONIA DE BA#O/CON SPRAY","01","FRAGANCIAS","003","FAMILIAR BA#O","013","COLONIA DE BA#O","079","CON SPRAY","","","","","55.000","36.300","401.895","250.000","201.300","Milímetro","Cm3","Gramo","Fragancias","","Energizante","Liquido C/Alcohol","","Aromatica Acuosa","","","Colonia De Baño","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia De Baño","200.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095543","LB SELECTMIST GINGER COL 200ML","Unidad","P0387025001","0101","Fragancias","Cosméticos","01010100010002","01","L'BEL","0101","FRAGANCIAS","0001","FEMENINO","0002","COLONIA DE BA�O","","","","","","200095543","LB SELECTMIST GINGER COL 200ML","","","","SELECT MIST GINGER","1101003013079","FRAGANCIAS/FAMILIAR BA#O/COLONIA DE BA#O/CON SPRAY","01","FRAGANCIAS","003","FAMILIAR BA#O","013","COLONIA DE BA#O","079","CON SPRAY","","","","","55.000","36.300","401.895","250.000","201.300","Milímetro","Cm3","Gramo","Fragancias","","Energizante","Liquido C/Alcohol","","Aromatica Acuosa","","","Colonia De Baño","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia De Baño","200.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095635","ES MASC P4 ALTA EDT 100 ML","Unidad","P0418019001","0101","Fragancias","Cosméticos","02010100020003","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200095635","ES MASC P4 ALTA EDT 100 ML","","","","ES MASCULINA P4 ALTA","1101166001079","FRAGANCIAS/CABALLEROS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","166","CABALLEROS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Acuosa","","","Colonia Masculinas","Frasco C/Spray","Masculino","","","Sin Asignar","","Colonia Y/O Eau De Toilette","100.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095637","ES MASC P4 ALTA PLUMA 0.9 ML","Unidad","P0418034003","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","200095637","ES MASC P4 ALTA PLUMA 0.9 ML","","","","ES MASCULINA P4 ALTA","1112048287222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","287","COLONIA MASCULINA","222","PLUMA","","","","","39.000","10.500","28.665","4.400","70.000","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Pluma","Masculino","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095659","LB NEW CODE RED PARFUM 90 ML","Unidad","P0352019001","0101","Fragancias","Cosméticos","01010100020003","01","L'BEL","0101","FRAGANCIAS","0002","MASCULINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200095659","LB NEW CODE RED PARFUM 90 ML","","","","LB NEW CODE RED","1101166001079","FRAGANCIAS/CABALLEROS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","166","CABALLEROS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","67.000","67.000","457.878","387.000","102.000","Milímetro","Cm3","Gramo","Fragancias","","Desafio","Liquido C/Alcohol","","Aromatica Acuosa","","","Colonia Masculinas","Frasco C/Spray","Masculino","","","Sin Asignar","","Eau De Parfum","90.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095660","LB NEW CODE RED PROB C/P 2ML","Unidad","P0352034002","0101","Fragancias","Cosméticos","01010100020006","01","L'BEL","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","200095660","LB NEW CODE RED PROB C/P 2ML","","","","LB NEW CODE RED","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Cambio","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Probador","Masculino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095673","ES VALENTIA P4 PLUM 0.9 ML","Unidad","P0448034002","0101","Fragancias","Cosméticos","02010100010006","02","ESIKA","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200095673","ES VALENTIA P4 PLUM 0.9 ML","","","","VALENTIA","1112048286222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA FEMENINA/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","286","COLONIA FEMENINA","222","PLUMA","","","","","39.000","10.500","28.665","4.400","70.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Muestras Cosm Fragancias","Pluma","Femenino","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095791","ES YOU TRAVEL EDT 100 ML","Unidad","P0396019001","0101","Fragancias","Cosméticos","02010100020003","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200095794","ES ITS YOU TRAVEL EDT 100 ML","","","","YOU TRAVEL/ITS YOU TRAVEL","1101166001079","FRAGANCIAS/CABALLEROS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","166","CABALLEROS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","67.000","38.000","437.912","280.000","172.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Colonia Masculinas","Frasco C/Spray","Masculino","","","Sin Asignar","","Colonia Y/O Eau De Toilette","100.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095792","ES YOU TRAVEL PROB 2ML","Unidad","P0396034001","0101","Fragancias","Cosméticos","02010100030006","02","ESIKA","0101","FRAGANCIAS","0003","UNISEX","0006","MUESTRA","","","","","","200095823","ES ITS YOU TRAVEL PROB 2ML","","","","YOU TRAVEL/ITS YOU TRAVEL","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Muestras Cosm Fragancias","Probador","Unisex","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095793","ES YOU TRAVEL PLUM 0.9ML","Unidad","P0396034002","0101","Fragancias","Cosméticos","02010100030006","02","ESIKA","0101","FRAGANCIAS","0003","UNISEX","0006","MUESTRA","","","","","","200095824","ES ITS YOU TRAVEL PLUM 0.9ML","","","","YOU TRAVEL/ITS YOU TRAVEL","1112048289222","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA UNISEX/PLUMA","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","289","COLONIA UNISEX","222","PLUMA","","","","","39.000","10.500","28.665","4.400","70.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Muestras Cosm Fragancias","Pluma","Unisex","","","Sin Asignar","","Muestra","0.9","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095794","ES ITS YOU TRAVEL EDT 100 ML","Unidad","P0396019002","0101","Fragancias","Cosméticos","02010100020003","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200095794","ES ITS YOU TRAVEL EDT 100 ML","","","","YOU TRAVEL/ITS YOU TRAVEL","1101166001079","FRAGANCIAS/CABALLEROS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","166","CABALLEROS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","67.000","38.000","437.912","280.000","172.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Floral Acuosa","","","Colonia Masculinas","Frasco C/Spray","Masculino","","","Sin Asignar","","Colonia Y/O Eau De Toilette","100.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
