"grupodeatributos","codsap","desnombrefantasiacatalogo","desnombreelementocatalogo","desnombrearticulocatalogo","descapacidadcatalogo","descapacidadcatalogo001","descapacidadcatalogo002","destallamedidacatalogo","desbeneficiosslogancatalogo","desfamiliaolfativacatalogo","desnombrelineacatalogo","descomentarioscatalogo","desmaestrocatalogo","destipoproductocatalogo","deshistoriaolfativatextoaprobado","desmodousotextoaprobado","destecnologiatextoaprobado","desbeneficioprincipal","desdisclaimerbeneficioprincipal","desbeneficiosecundario001","desdisclaimersecundario001","desbeneficiosecundario002","desdisclaimersecundario002","desbeneficiosecundario003","desdisclaimersecundario003","desbeneficiosecundario004","desdisclaimersecundario004","desbeneficiosecundario005","desdisclaimersecundario005"
"Comunicaciones","210089813","LENTES MISURI","ESIKA ACC MISURI LENTE","ESIKA ACC MISURI LENTE","Marco y brazos de metal dorado. Lunas espejadas en rosado.","","","","","","","","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","210089814","LENTES MAINE","ESIKA ACC MAINE LENTE","ESIKA ACC MAINE LENTE","Marco tipo carey con detalles de metal dorado en las esquinas. Lunas marrones y brazos en metal dorado.","","","","","","","","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","210089815","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210089816","LENTES AMADEO","ESIKA ACC AMADEO LENTE","ESIKA ACC AMADEO LENTE","Marco y brazos de policarbonato negro con acabado mate. Lunas oscuras.","","","","","","","","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","210089817","LENTES STAPPLETON","ESIKA ACC STAPPLETON LENTE","ESIKA ACC STAPPLETON LENTE","Diseño elegante con marco y brazos en metal plateado y lunas verdes.","","","","","","","","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","210089818","LENTES BALDASSARE","ESIKA ACC BALDASSARE LENTE","ESIKA ACC BALDASSARE LENTE","Marco de metal dorado con brazos de policarbonato negro y lunas oscuras.","","","Marco de metal dorado con brazos de policarbonato negro y lunas oscuras.","","","","","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","210079163","","ESIKA ACC LAMORT CAB LENTE","ESIKA ACC LAMORT CAB LENTE","","","","","","","","","ESIKA MEXICO","LENTES","","","","","","","","","","","","","","",""
"Comunicaciones","210081166","","ESIKA ACC NOCTURNO CAB LEN","ESIKA ACC NOCTURNO CAB LEN","","","","","","","","","ESIKA MEXICO","LENTES","","","","","","","","","","","","","","",""
"Comunicaciones","210082897","","Lentes cat power","CYZONE CAT POWER LENTEc11-16","","","","Marco de plástico con efecto carey y lunas acrílicas oscuras. Medidas aprox.: marco: 14.8 cm/ 5.8” , brazos: 14.5 cm/ 5.7”","","","","","CYZONE PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","210090578","","Lentes stroke glam","CY STROKE GLAM LENTES","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210091001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210091005","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210091011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210091013","LENTES BELLANOVA","LENTES BELLANOVA","ES BELLANOVA LENTES","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210091015","LENTES FLYING SHADES","LENTES FLYING SHADES","ES FLYING SHADES LENTES","","","","Marco y brazos de metal en tono oro rosado. Doble borde de metal en los extremos. Lunas marrones en degradé.","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210091016","LENTES LINE STYLE","LENTES LINE STYLE","ES LINE STYLE LENTES","","","","Marco de policarbonato negro. Brazos con diseño de filigrana en metal dorado. Lunas grises.","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210091018","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210091019","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210091714","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092059","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092060","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092061","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092062","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092063","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092064","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092065","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092066","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092067","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092068","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092921","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092922","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210093029","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210093110","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200060881","limpiadora facial 3 en 1 en loción","Limpia, hidrata y reduce la apariencia de los poros con avena y uva","limpia, hidrata y reduce la apariencia de los poros con avena y uva","90 ml / 3 fl. oz.","","","","limpia, hidrata y reduce la apariencia de los poros*","","xpress your face","","CYZONE PAISES","","","","","","","limpia, hidrata y reduce la apariencia de los poros*","","","","","","","","",""
"Comunicaciones","200060882","loción bifásica facial","Removedora de maquillaje a prueba de agua con frambuesa y durazno","removedora de maquillaje a prueba de agua con frambuesa y durazno","90 ml / 3 fl. oz.","","","","retira el maquillaje a prueba de agua","","xpress your face","","CYZONE PAISES","","","","","","","retira el maquillaje a prueba de agua","","","","","","","","",""
"Comunicaciones","200061196","Hydra Dúo Solution","Desmaquillador bifásico para rostro, ojos y labios. Todo tipo de cutis.","ES DEMAQ BIFASICO CC 125 ML","125 ml / 4,2 fl.oz.","","ESIKA COLOMBIA","","ROSTRO Y CUERPO","","Ésika Pro","0","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200064533","ES DEMQ OJOS 60 G","Desmaquillador en gel para ojos y labios","ES DEMQ OJOS 60 G","60 g / 2,1 oz.","","ESIKA COLOMBIA","","","","Desmaquillador en gel para ojos y labios","0","ESIKA COLOMBIA","MAQUILLAJE","","","","","","","","","","","","","","",""
"Comunicaciones","200073557","Essential","Loción Demaquilladora Hidratante para Ojos y Rostro","LB ESS DEMQ CC 125 ML","125 ml e 4.2 fl. oz.","125 ml","4.2 fl. oz.","4.2 fl. oz.","","","Loción Demaquilladora Hidratante para Ojos y Rostro","0","LBEL COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","200073558","Essential","Loción Demaquilladora Hidratante para Ojos y Rostro","LB ESS DEMQ CC 45 ML","45 ml e 1.5 fl. oz.","45 ml","1.5 fl. oz.","1.5 fl. oz.","","","Loción Demaquilladora Hidratante para Ojos y Rostro","0","LBEL COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","200074825","Hydra Calme 2 en 1","Solución Micelar Limpiadora y Tónica Facial","LB HCA LIMP AGUA M 45 ML","45 ml e 1.5 fl. oz.","45 ml","1.5 fl. oz.","1.5 fl. oz.","","","Solución Micelar Limpiadora y Tónica Facial","0","LBEL COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","200074830","Hydra Calme 2 en 1","Solución Micelar Limpiadora y Tónica Facial","LB HCA LIMP AGUA M 90 ML","90 ml e 3 fl. oz.","90 ml","3 fl. oz.","3 fl. oz.","","","Solución Micelar Limpiadora y Tónica Facial","0","LBEL COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","200074841","Essential","Loción Limpiadora Hidratante Suavizante","Normal a seco","180 ml e 6 fl. oz.","180 ml","6 fl. oz.","6 fl. oz.","","","Loción Limpiadora Hidratante Suavizante","0","LBEL COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","200074844","Essential","Espuma Limpiadora Purificadora","Cutis graso","180 ml e 6 fl. oz.","180 ml","6 fl. oz.","6 fl. oz.","","","Espuma Limpiadora Purificadora","0","LBEL COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","200074847","Hydra Calme 2 en 1","Solución Micelar Limpiadora y Tónica Facial","LB HCA LIMP AGUA M 180 ML","180 ml e 6 fl. oz.","180 ml","6 fl. oz.","6 fl. oz.","","","Solución Micelar Limpiadora y Tónica Facial","0","LBEL COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","200077159","Essential","Crema Limpiadora Exfoliante Equilibrante","LB ESSENT LIM EX NG 180ML","180 ml e 6 fl. oz.","180 ml","6 fl. oz.","6 fl. oz.","","","Crema Limpiadora Exfoliante Equilibrante","0","LBEL COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","200086105","Essential","Solución Micelar Limpiadora y Tónica Facial","LB ESSENTIAL MICELAR 45 ML","45 ml e 1.5 fl. oz.","45 ml","1.5 fl. oz.","1.5 fl. oz.","","","Solución Micelar Limpiadora y Tónica Facial","0","LBEL PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200086106","Essential","Solución Micelar Limpiadora y Tónica Facial","LB ESSENTIAL MICELAR 90 ML","90 ml e 3 fl. oz.","90 ml","3 fl. oz.","3 fl. oz.","","","Solución Micelar Limpiadora y Tónica Facial","0","LBEL PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200086107","Essential","Solución Micelar Limpiadora y Tónica Facial","LB ESSENTIAL MICELAR 180 ML","180 ml e 6 fl. oz.","180 ml","6 fl. oz.","6 fl. oz.","","","Solución Micelar Limpiadora y Tónica Facial","0","LBEL PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200088613","Limpiadora Tónica Detox","Crema leche limpiadora tonificante con acción antioxidante","ES REN ADVAN LIMP 3EN1 150ML","150 ml / 5 fl.oz.","","ESIKA PAISES","","","","Renacer Advanced","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200089186","Limpiadora Tónica Detox","Sachet Encartado Limpiadora Detox Renacer Advanced","ES REN ADVAN LIMP SA ENC 1ML","1 ml / ,03 fl.oz.","","ESIKA PAISES","","","","Renacer Advanced","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200089487","Hydra Dúo Solution","Desmaquillador bifásico para rostro, ojos y labios. Todo tipo de cutis.","ES DEMAQ BIFAS 125 ML","125 ml / 4,2 fl.oz.","","ESIKA PAISES","","FRAGANCIAS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200089489","Hydra Dúo Solution","Desmaquillador bifásico para rostro, ojos y labios. Todo tipo de cutis.","ES DEMAQ BIFAS TS 30 ML","30 ml / 1 fl.oz.","","ESIKA PAISES","","FRAGANCIAS","","Ésika Pro","0","ESIKA PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200090637","","Marcha Blanca","Marcha Blanca","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200090642","","Marcha Blanca","Marcha Blanca","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200092754","","Marcha Blanca","Marcha Blanca","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200093677","","LB BIORENO  LIMP 125 G","LB BIORENO  LIMP 125 G","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200093682","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200094945","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200094972","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200095365","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200095368","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200095369","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200095832","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200095833","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200095917","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200095919","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200096336","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200096670","Libêrtage Limpiadora Duoeffect","Gel de Limpieza Facial Anti-Polución","LB LIBERTAGE LIMPIADORA 125 G","125 g e 4.3 oz.","","LBEL PAISES","","","","LB LIBERTAGE LIMPIADORA 150ML","1","LBEL PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200096673","Libêrtage Limpiadora Duoeffect","Gel de Limpieza Facial Anti-Polución","LB LIBERTAGE LIMP TS 30GR","30 g e 1 oz.","30 g","1 oz.","","","","","","LBEL PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200096681","",".",".","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200096683","",".",".","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200096736","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200096744","","LB BIORENO LIMP TRIAL S 30 G","LB BIORENO LIMP TRIAL S 30 G","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200096783","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200097008","Kit Libertâge","LB KIT LIBERTAGE 2018 3 UN","LB KIT LIBERTAGE 2018 3 UN","","","","","","","","","LBEL PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","200097250","",".",".","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200096682","",".",".","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200096684","",".",".","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200096940","",".",".","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200097198","",".",".","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200097361","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200097375","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200097668","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200097669","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210091476","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200097893","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200097950","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200098040","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200098041","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200098110","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200098159","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200098698","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200098728","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200039963","Seda & Oro","Loción luminosa","Seda & Oro","210 ml / 7 fl.oz.","","ESIKA CHILE","","ROSTRO Y CUERPO","","Seda & Oro","0","ESIKA CHILE","ROSTRO Y CUERPO","","","","","","","","","","","","","","",""
"Comunicaciones","200050939","Liasson","Loción Perfumada","LIASSON LOC PERF 160 ML LBEL","160 ml e 5.4 fl. oz.","","LBEL COLOMBIA","5.4 fl. oz.","Tu privilegio","Una esencia que se distinguedel resto con los acentos de lirio del valle y el iris. Femeninos toques florales que son un privilegio que solo tú puedes llevar. (Distinguida)","Liasson, un bouquet floral que se distingue del resto.","0","Tu privilegio","","","","","","","","","","","","","","","",""
"Comunicaciones","200056258","Expression","Loción perfumada","EXPRESSION LOC PERF 150 ML","150 ml / 5 fl.oz.","","","","","","","","ESIKA COLOMBIA","FRAGANCIAS","","","","","","","","","","","","","","",""
"Comunicaciones","200056813","Seda & Oro","Loción luminosa","Seda & Oro","210 ml / 7 fl.oz.","","ESIKA COSTA RICA","","MAQUILLAJE","","Seda & Oro","0","ESIKA COSTA RICA","TRATAMIENTO CORPORAL","","","","","","","","","","","","","","",""
"Comunicaciones","200058539","Encanto de Perlas","Loción luminosa","ENCANTO DE PERLAS LOC 210ML","210 ml / 7 fl.oz.","","ESIKA COLOMBIA","","","","Encanto de Perlas","0","ESIKA COLOMBIA","ROSTRO Y CUERPO","","","","","","","","","","","","","","",""
"Comunicaciones","200059765","Vanilla Scent","Loción perfumada","VANILLA SCENT LOC PER CC 150ML","150 ml / 5 fl.oz.","","","","","","Lociones perfumadas","","ESIKA COLOMBIA","FRAGANCIAS","","","","","","","","","","","","","","",""
"Comunicaciones","200060841","Imágenes","Loción perfumada","ES IMAGENES LOC PERF CC 150 ML","150 ml / 5 fl.oz.","","","","","","Lociones perfumadas","","ESIKA REPUBLICA DOMINICANA","FRAGANCIAS","","","","","","","","","","","","","","",""
"Comunicaciones","200061181","Délice Óleo de Almendras","Crema para Manos Hidratante Intensiva","DELICES HIDRA MANOS 75ML LB","75 ml e 2.5 fl. oz.","75 ml","2.5 fl. oz.","2.5 fl. oz.","","","Crema para Manos Hidratante Intensiva","0","LBEL COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","200062878","ES LPI SUAVIZANTE PIES 150 G","Crema humectante para pies","Crema humectante para pies","150 g / 5 oz.","","ESIKA COLOMBIA","","CUIDADO PERSONAL","","Multicare","0","ESIKA COLOMBIA","ROSTRO Y CUERPO","","","","","","","","","","","","","","",""
"Comunicaciones","200062879","ES LPI PIES CALLOSOS 90 G","Crema suavizante para pies","Crema suavizante para pies","90 g / 3,1 oz.","","ESIKA COLOMBIA","","CUIDADO PERSONAL","","Multicare","0","ESIKA COLOMBIA","ROSTRO Y CUERPO","","","","","","","","","","","","","","",""
"Comunicaciones","200062880","ES LPI EXFOLIANTE PIES 90 G","Crema exfoliante para pies","Crema exfoliante para pies","90 g / 3,1 oz.","","ESIKA COLOMBIA","","CUIDADO PERSONAL","","Multicare","0","ESIKA COLOMBIA","ROSTRO Y CUERPO","","","","","","","","","","","","","","",""
"Comunicaciones","200063636","L'Image","Loción perfumada","ES L'IMAGE LOC PERF CC 150 ML","150 ml / 5 fl.oz.","","","","","","Lociones perfumadas","","ESIKA COLOMBIA","FRAGANCIAS","","","","","","","","","","","","","","",""
